PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT,YEAR,SHIPPER_CLEANED,alan,alder,ash,azobe,balau,balsam,baromalli,beech,birch,bulletwood,burada,cabeza de mono,cara euc,cara pino,cedar,cherry,conifer,cowwood,crabwood,cuiabano pine,curupau,dakama,darina,douglas fir,drm red,dukali,ekki,elliotii pine,elliotis,elliotis pine,elliottis,eperua falcata,eucalyptus cloezina,european beech,fir,garlicwood,greenheart,guizotia abyssinica,helianthus annuus,hemlock,hickory,ipe,kabukalli,kakaralli,lauan,limonaballi,locust,maple,meraniti,meranti,mora,oak,okoume,parana,parana pine,paric,parica,pine,plantagoo vata,poplar,purpleheart,radiata,radiata pine,radim,red balau,red oak,rubber wood,safflower,sandura,sapgum,seraya,shibadan,shorea spp,soft maple,southern pine,southern yellow,spruce,sunflower,tada,tada pine,taeda,taeda pine,tatabu,tauroniro,teak,tonka bean,uruguayan pine,virola,wallaba,walnut,wamara,wamaradan,washiba,white oak,wrc,yarula,yellow poplar,imports_wood,SHIPPER_COUNTRY
"COCONUT OIL IN DRUMS 1 X 20' DRY CONTAINER VAN CONTAINING 18.30 MT OF CERTIFIED ORGANIC RBD COCONUT OIL, NOP CERTIFIED, PH-BIO-154 PACKED IN 1000 LITER SPACEKRAFT CORRUGATED IBC WITH HEATING ELEMENT (220V), AS PER SPECIFICATIONS OF SC GLOBAL COCO PRODUCTS, INC. . NET WEIGHT 18.30 MT THE SAME THE SAME THE SAME",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"SC GLOBAL COCO PRODUCTS, INC.",2015-06-18 00:00:00,42372,19260,Kaohsiung,"Los Angeles, California",EVER STRONG,China Taiwan,"ORGANIC RBD COCONUT OIL ORGANIC RBD COCONUT OIL LOT NO. 066 150427 008 MFG. DATE 27/APRIL/2015 NET WEIGHT 915 KG. INGREDIENTS ORGANIC COCONUT OIL STORAGE CONDITIONSCOOL ( 70 F / 21 C) DO NOT EXPOSE TO OXYGEN, HEAT, LIGHT AND MOISTURE MANUFACTURED IN PHILIPPINES","10200 SW GREENBURG RD., STE 500 TIG ARD, OR 97223 USA TRL 503-872-3566 LOCAL 800-570-3566 TOLL FREE","NATIONAL HIGHWAY, BRGY. CARIDAD, BAYBAY CITY, LEYTE PHILIPPINES 6521",97223,1,EITU0082677,22G1,20,PKG,25,X,EGLV061500013286, , ,0773E,EMCAZK6294,PANAMA, ,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338, , ,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,BRIDGEWELL RESOURCES FOOD & AG,"PRODUCTS DIVISION 12420 SE CARPENTER DR CLACKAMAS, OR LOCAL 800-570-3566",CEBU,2015,"SC GLOBAL COCO PRODUCTS, INC.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Philippines
ROUND GREENHEART PILES,WILLIAM G MOORE & SON INC OF,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LIMITED,2021-12-28 00:00:00,546737,248517,All Other Guyana Ports,"New Bedford, Massachusetts",OSLO BULK 8,Guyana,NO MARKS,"DELAWARE, 218 SCHANCK ROAD PO BOX 6309 FREEHOLD NJ 07728 US",99 LALUNI STREET QUEENSTOWN GEORGETOWN GY,7728,1,NC, ,232,PCS,0,CF,OBUKOB818122103, , ,173, ,NORWAY, ,OBUK, , , , , ,WILLIAM G MOORE & SON INC OF,"DELAWARE, 218 SCHANCK ROAD PO BOX 6309 FREEHOLD NJ 07728 US",GEORGETOWN,2021,VARIETY WOODS GREENHEART LTD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
"22 PALLET (S) WITH URUGUAYAN PINE K/D BLANKS S2S PCS 7986 MBF 21.318 CBM 50.380 ORDER NR. 702790 WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PEST NET WEIGHT 23870 KGS.  SECOND NOTIFY RICHARD MURRAY & CO. INC. 109 N CONCEPTION STREET # 102 MOBILE, AL 36602 INGE WENTWORTH P H 251-432-5549 EXT. 19 FAX 251-432-2810 EMAIL INGERICHARD- MURRAY.COM",BRIDGEWELL RESOURCES, ,DANK S.A.,2014-02-13 00:00:00,53240,24200,Caucedo,"New Orleans, Louisiana",MSC ANNICK,Dominican Republic,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,"10200 SW GREENBURG RD., STE. 500, T TIGARD OR 97223 UNITED STATES",JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,97223,1,TGHU6257626,4510,22,PKG,50,X,MSCUUU150761, , ,405R,UYMVD012480,PANAMA, ,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,BRIDGEWELL RESOURCES,"10200 SW GREENBURG RD., STE. 500, T TIGARD OR 97223 UNITED STATES",MONTEVIDEO,2014,DANK S.A.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Uruguay
"(49 PIECES ROUGH SAWN KABUKALLI LUMBER - 1,340BM - 3.16M3) (81 PIECES ROUGH SAWN TAURONIERO LUMBER - 4,786BM - 11.29M3) (1 4 PIECES ROUGH SAWN TATABU LUMBER - 536BM - 1.26M3) (12 PIECES ROUGH SAWN SHIBADAN LUMBER - 428BM - 1.01M3) (44 PIECES ROUG H SAWN GREENHEART LUMBER - 9.12BM - 2.15M 3) FREIGHT COLLECT ALL LOCAL CHARGES AT D ESTINATION FOR CONSIGNEE-S ACCOUNT SAID T O BE SAID TO WEIGH",EVERGREEN FOREST PRODUCTS INC.,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS & GREENHEART LIMITED,2013-12-15 00:00:00,24150,10977,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM MONACO,Jamaica,EFPI/874447/BLUE ENDS,578 SOUND AVENUE P.O. BOX 922 WADIN G RIVER NY 11792 USA,99 LALUNI STREET QUEENSTOWN GEORGET OWN GUYANA,11792,1,ZCSU8959820,4500,10,BDL,0,CF,ZIMUGTG06809, , ,28E,CTA267537 ZZZC925259,MALTA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,2013,VARIETY WOODS GREENHEART LTD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
22 PALLET (S) WITH URUGUAYAN PINE K/D BLANKS S2S PCS 12548 MBF 20.596 CBM 48.580 ORDER NR. 692256 NET WEIGHT 22.970 KGS. WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PEST,BRIDGEWELL RESOURCES, ,DANK S.A.,2013-12-14 00:00:00,51260,23300,Cristobal,"Oakland, California",MSC POH LIN,Panama,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,"10200 SW GREENBURG RD., STE. 500, T TIGARD OR 97223 UNITED STATES",JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,97223,1,TCLU5515774,4510,22,PKG,48,X,MSCUUU140762, , ,344A,UYMVD0006156,PANAMA, ,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,BRIDGEWELL RESOURCES,"10200 SW GREENBURG RD., STE. 500, T TIGARD OR 97223 UNITED STATES",MONTEVIDEO,2013,DANK S.A.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Uruguay
LAMINATE FLOORING LAMINATE FLOORING,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,KRONOFLOORING GMBH,2014-07-29 00:00:00,70224,31920,Bremerhaven,"Houston, Texas",MSC LAURA,Germany,NO MARKS NO MARKS,"10200 SW GREENBURG ROAD, SUITE 500 TIGARD, OREGON 97223 UNITED STATES",MUEHLBACHER STRASSE 1 01561 LAMPERTSWALDE GERMANY,97223,2,GATU0501212 CARU2164763,2210 2210,44,PKG,0, ,FMSWDE1456141,H,MSCUGS183148,0427A,245718 245719,PANAMA, ,FMSW,FMS SEAWAYS AG,OPFIKON ZURICH, , ,SAGEREISTRASSE 24 POSTFACH 8152 GLATTBRUGG,-NOT AVAILABLE-, , ,2014,KRONOFLOORING GMBH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Germany
ROUND GREENHEART PILES,WILLIAM G MOORE & SON INC OF,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LIMITED,2021-06-25 00:00:00,546737,248517,All Other Guyana Ports,"Albany, New York",OSLO BULK 10,Guyana,NO MARKSNO MARKSNO MARKSNO MARKSNO MARKSNO MARKSNO MARKS,"DELAWARE, 218 SCHANCK ROAD PO BOX 6309 FREEHOLD NJ 07728 US",99 LALUNI STREET QUEENSTOWN GEORGETOWN GY,7728,1,NC, ,232,PCS,0,CF,OBUKOB1009062101, , ,190, ,NORWAY, ,OBUK, , , , , ,WILLIAM G MOORE & SON INC OF,"DELAWARE, 218 SCHANCK ROAD PO BOX 6309 FREEHOLD NJ 07728 US",GEORGETOWN,2021,VARIETY WOODS GREENHEART LTD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
UREA UREA 46%N PRILLED PO#00744980 UREA UREA UREA,BRIDGEWELL RESOURCES LLC.,BRIDGEWELL RESOURCES LLC,"SINO STARCO CHEMICAL CO.,LIMITED.",2015-07-15 00:00:00,176880,80400,Ching Tao,"Los Angeles, California",EVER LASTING,China,N/M N/M THE SAMEN/MN/MN/M,"12420 SE CARPENTER DRIVE CLACKAMAS,OR 97015 USA FAX #503-742-1198","2 MINJIANG ROAD B-2403,QINGDAO 266071,P.R.CHINA",97015,4,IMTU3049870 EITU0050324 BMOU2021920 FCIU3448684,22G1 22G1 22G0 22G0,80,PKG,80,X,EGLV140500485874, , ,0653E,EMCDEB0384 EMCDEB0304 EMCDEB0374 EMCDEB0314,UNITED KINGDOM, ,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338, , ,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,"TLR,MARGARET MOWERY","11855 N.E.GLENN WIDING DRIVE,PORTLAND OR 97220 P#503-257-6090 X343","QINGDAO, CHINA",2015,"SINO STARCO CHEMICAL CO.,LIMITED",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,China
"COCONUT OIL IN DRUMS 1 X 20' DRY CONTAINER VAN CONTAINING 18.30 MT OF CERTIFIED ORGANIC RBD COCONUT OIL, NOP CERTIFIED, PH-BIO-154 PACKED IN 1000 LITER SPACEKRAFT CORRUGATED IBC WITH HEATING ELEMENT (220V), AS PER SPECIFICATIONS OF SC GLOBAL COCO PRODUCTS, INC. . NET WEIGHT 18.30 MT THE SAME THE SAME THE SAME",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"SC GLOBAL COCO PRODUCTS, INC.",2015-06-18 00:00:00,42372,19260,Kaohsiung,"Los Angeles, California",EVER STRONG,China Taiwan,"ORGANIC RBD COCONUT OIL ORGANIC RBD COCONUT OIL LOT NO. 066 150427 008 MFG. DATE 27/APRIL/2015 NET WEIGHT 915 KG. INGREDIENTS ORGANIC COCONUT OIL STORAGE CONDITIONSCOOL ( 70 F / 21 C) DO NOT EXPOSE TO OXYGEN, HEAT, LIGHT AND MOISTURE MANUFACTURED IN PHILIPPINES","10200 SW GREENBURG RD., STE 500 TIG ARD, OR 97223 USA TRL 503-872-3566 LOCAL 800-570-3566 TOLL FREE","NATIONAL HIGHWAY, BRGY. CARIDAD, BAYBAY CITY, LEYTE PHILIPPINES 6521",97223,1,MAGU2409163,22G0,20,PKG,25,X,EGLV061500013341, , ,0773E,EMCAZK6374,PANAMA,61 - Immediate Transportation,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338, , ,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,BRIDGEWELL RESOURCES FOOD & AG,"PRODUCTS DIVISION 12420 SE CARPENTER DR CLACKAMAS, OR LOCAL 800-570-3566",CEBU,2015,"SC GLOBAL COCO PRODUCTS, INC.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Philippines
WOOD 28 PACKAGES WITH URUGUAYAN PINE K/D BLANKS S2S K/D MOULDING & BETTER S4S PCS 5016 MBF 49.299 CBM 116.340 ORDER NR. 734991/ 735071/ 738532 WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PEST WOOD,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,DANK S.A.,2015-05-17 00:00:00,131670,59850,Navagantes,"Houston, Texas",PORTO,Brazil,NO MARKSNO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKSNO MARKS,10200 SW GREENBURG ROAD SUITE 500 TIGARD OR 97223 UNITED STATES,JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,97223,3,MSCU7782021 MSCU7605793 CLHU8590651,4510 4510 4510,28,PKG,116,X,MSCUUU424398, , ,514R,FEX5336160 FEX5336094 FEX5336120,LIBERIA, ,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,RICHARD MURRAY & CO INC,N CONCEPTION ST # 102 MOBILE AL 36602 UNITED STATES,MONTEVIDEO,2015,DANK S.A.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Uruguay
ROUGH SAWN GREENHEART 6 X 6 - 16- TO 20- FREIGHT COLLECT ALL LOCAL CHARGES AT DES TINATION FOR CONSIGNEE-S ACCOUNT SAID TO BE SAID TO WEIGH,EVERGREEN FOREST PRODUCTS INC.,EVERGREEN FOREST PRODUCTS INC,R & H JAISINGH,2014-01-20 00:00:00,22770,10350,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM SHANGHAI,Jamaica,NO MARKS NO NUMBERS,578 SOUND AVENUE P.O. BOX 922 WADIN G RIVER NY 11792 USA,C/O RAMJIT & HENRY JAISINGH 10-12 S ARAH JOHANNAH EAST BANK DEMERARA GU YANA,11792,1,ZCSU8475173,4500,144,PCS,0,CF,ZIMUGTG06936, , ,46W,ZZZC924232 ZZZC924263,HONG KONG, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,2014,R & H JAISINGH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
ROUND GREENHEART PILES,WILLIAM G. MOORE & SON INC. OF,WILLIAM G. MOORE & SON INC,"VARIETY WOODS & GREENHEART, INC.",2009-03-01 00:00:00,370440,168000,Demerara,"Philadelphia, Pennsylvania",CIC BRASIL,Guyana,NO MARKS,"DELAWARE, 218 SCHANCK RD.,POB 6309 FREEHOLD, NEW JERSEY 07728 PH.: 732-303-6049","99 LALUNI STREET QUEENSTOWN, GEORGETOWN, GUYANA",7728,1,NC, ,126,PCS,0, ,CPERCIC248801009, , ,2488, ,BAHAMAS,00 - Consumption Category,CPER,CLIPPER AMERICAS INC,HOUSTON,TX,77042,2500 CITYWEST BLVD SUITE 500,WILLIAM G. MOORE & SON INC. OF, ,DEMERARA,2009,VARIETY WOODS GREENHEART LTD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
NET WEIGHT 23670 KGS 22 PALLET WITH URUGUAYANPINE K/D BLANKS S2S PCS 5535 MBF 21.193 CBM49.950 ORDER NR. 00640283 WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLYFREE FROMLIVE PLANT PEST,BRIDGEWELL RESOURCES, ,DANK S.A.,2012-09-13 00:00:00,52800,24000,Balboa,"Oakland, California",CHARLOTTE C. RICKMERS,Panama,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,"10200 SW GREENBURG RD., STE. 500, T TIGARD OR 97223 UNITED STATES",JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,97223,1,CARU9624639,4510,22,PKG,49,CM,MSCUUU073005, , ,1232A,EU0001279553,GERMANY,00 - Consumption Category,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,BRIDGEWELL RESOURCES,"10200 SW GREENBURG RD., STE. 500, T TIGARD OR 97223 UNITED STATES",MONTEVIDEO,2012,DANK S.A.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Uruguay
PCS GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,2017-06-13 00:00:00,55996,25453,Haina,"New York, New York",CONTI ELEKTRA,Dominican Republic,NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,1,TCKU9860215, ,32,PCS,0, ,SMLU4868120A, , ,19,G1927920 400205,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN,2017,NAZIR TROPICAL TIMBERS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
"ROUND GREENHEART PILES STC:25 PIECES- 37'- 39'LENGTHS ROUND GREENHEART PILES ------------------------------- 12 - 14 BUTT DIAMETERS 968 LINEAL FEET -------------------------------, WHITE & BLUE ENDS - PO# 16151 D&D #918 -------------------------------",WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INC,2016-11-01 00:00:00,57992,26360,Demerara,"Port Everglades, Florida",FOUMA,Guyana,CONTAINER# CMCU 4965943 SEAL# R10204708 SEAL# CTA368882 DITTO DITTO DITTO DITTO DITTO DITTO,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","48 COVENT GARDEN EAST BANK DEMERARA,GUYANA TEL# 592 261 0009",32820,1,CMCU4965943,4510,25,PCS,19,M,CWLQGEDN6M000266, , ,I6041,R10204708,CYPRUS, ,CWLQ,CROWLEY CARIBBEAN SERVICES LLC,JACKSONVILLE,FL,32203,PO BOX 2110,WOODS DIRECT INTERNATIONAL LLC,"16877 EAST COLONIAL DR#305 ORLANDO,FL 32820 USA TEL# 407 982 3328","GEORGETOWN, GY",2016,WOODS DIRECT INC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
PIECES 39FT GREENHEART PILES (INV# FWI 021) PIECES STB 99 PIECES KABUKALLI 8 PIECES PURPLEHEART 36 PIECES GREENHEART LUMBER (INV# FWI 021),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,FOREST WOODS INC.,2020-10-27 00:00:00,106284,48311,Haina,"New York, New York",AS PETRA,Dominican Republic,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"982 SECTION B, BLOCK X GREATER DIAMOND, E.B.D, GUYANA GUY",11792,2,SMLU7966740 SMLU7966251,4510 4510,165,PCS,0, ,SMLU6307619A, , ,20,534996 G2784434 534995 G2784407,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INT'L GROUP,146-35 167TH ST STE 202 JAMAICA NY 11434 USA,GEORGETOWN,2020,FOREST WOODS INC.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
