PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT,YEAR,SHIPPER_CLEANED,SHIPPER_COUNTRY
IPE (WASHIBA) KILN DRIED WAHSI BA,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,CUMMINGS WOOD PRODUCTS,2025-01-02 0:00:00,55115,25052,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",BSG BAHAMAS,Panama,N/M,"149, SOUND RD WADING RIVER 11792-1032 16317867043",LOTS 1&2 CALEDONIA GEORGETOWN GUYANA 5926230197,11792-1032,1,SUDU8547462,4EB0,2565,PCS,29,CM,MAEU246667825,,,451N,176391 PA0467973,LIBERIA,,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",EVERGREEN FOREST PRODUCTS INC,"149, SOUND RD WADING RIVER 11792-1032",GEORGETOWN,2025,CUMMINGS WOOD PRODUCTS,Guyana
FREIGHT COLLECT ROUGH SAWN GREENHEART LUMBER - 8022 BM / 18.9,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS GREENHEART LTD,2024-12-27 0:00:00,60962,27710,Port Bustamante,"New York, New York",CMA CGM HOMERE,Jamaica,EFPI 55637/55634/55 640/55644/POG/WAXED ENDS,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792 TE UNITED STATES",99 LALUNI STREET QUEENSTOWN GEORGETOWN TE GUYANA,11792,1,CMAU4683194,4500,52,PCS,0,CM,CMDUCUY0113284,,,0UAJ3,C7696501 CETO176277,INDONESIA,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792","GEORGETOWN, GY",2024,VARIETY WOODS GREENHEART LTD,Guyana
FREIGHT COLLECT ROUGH SAWN GREENHEART LUMBER - 8048BM/ 18.98C,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS GREENHEART LTD,2024-12-27 0:00:00,60478,27490,Port Bustamante,"New York, New York",CMA CGM HOMERE,Jamaica,EFPI PO 55634/55637 / 55644/POG/WAXED E NDS,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792 TE UNITED STATES",99 LALUNI STREET QUEENSTOWN GEORGETOWN TE GUYANA,11792,1,CAIU9686660,4500,81,PCS,0,CM,CMDUCUY0113341,,,0UAJ3,C7696503 CETO186401,INDONESIA,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792","GEORGETOWN, GY",2024,VARIETY WOODS GREENHEART LTD,Guyana
FREIGHT COLLECT ROUGH SAWN GREENHEART LUMBER - 8059 BM/19.01C,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS GREENHEART LTD,2024-12-27 0:00:00,61930,28150,Port Bustamante,"New York, New York",CMA CGM HOMERE,Jamaica,EFPI PO 55634/55637 /55644/POG/WAXED ENDS,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792 TE UNITED STATES",99 LALUNI STREET QUEENSTOWN GEORGETOWN TE GUYANA,11792,1,GESU6178519,4500,146,PCS,0,CM,CMDUCUY0113375,,,0UAJ3,C7696504 CETO186537,INDONESIA,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792","GEORGETOWN, GY",2024,VARIETY WOODS GREENHEART LTD,Guyana
GREENHEART PILES FREIGHT COLLECT GREENHEART LUMBER GREENHEART PILES GREENHEART PILES GREENHEART PILES WASHIBA AND DARINA LUMBER GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,2024-12-27 0:00:00,410982,186810,Port Bustamante,"New York, New York",CMA CGM HOMERE,Jamaica,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVENUE WADING RIVER UNITED STATES,LOT 53 KERSAINT PARK LA BONNE INTENTION EAST COAST TE DEMERARA,,7,TCLU1762729 CAIU9712081 CMAU4996732 TGHU6294147 TCNU8495684 TGHU6289177 DRYU9139664,4500 4500 4500 4500 4500 4500 4500,584,PCS,1,CM,CMDUCUY0113344,,,0UAJ3,C7696320 C7696316 C7698739 C7696312 C7696311 C7696318 C7698738,INDONESIA,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVENUE WADING RIVER UNITED STATES,"GEORGETOWN, GY",2024,SOUTHERN TIMBER EXPORTS,Guyana
FREIGHT COLLECT GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,2024-12-27 0:00:00,52382,23810,Port Bustamante,"New York, New York",CMA CGM HOMERE,Jamaica,NO MARKS,578 SOUND AVENUE WADING RIVER UNITED STATES,LOT 53 KERSAINT PARK LA BONNE INTENTION EAST COAST TE DEMERARA,,1,CMAU2382885,2200,81,PCS,0,CM,CMDUCUY0113345,,,0UAJ3,C7696317,INDONESIA,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVENUE WADING RIVER UNITED STATES,"GEORGETOWN, GY",2024,SOUTHERN TIMBER EXPORTS,Guyana
FREIGHT COLLECT ROUGH SAWN GREENHEART LUMBER - 8051BM/18.99 C,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS GREENHEART LTD,2024-12-27 0:00:00,61160,27800,Port Bustamante,"New York, New York",CMA CGM HOMERE,Jamaica,EFPI PO 55634/55637 / 55640/55644/POG/W AXED ENDS,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792 TE UNITED STATES",99 LALUNI STREET QUEENSTOWN GEORGETOWN TE GUYANA,11792,1,TCNU4093239,4500,55,PCS,0,CM,CMDUCUY0113307,,,0UAJ3,C7696502 CETO186410,INDONESIA,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792","GEORGETOWN, GY",2024,VARIETY WOODS GREENHEART LTD,Guyana
"FREIGHT COLLECT KILN DRIED DRESSED S4S, E4E WASHIBA LUMBER",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SUPERIOR WOODS,2024-12-27 0:00:00,55506,25230,Port Bustamante,"New York, New York",CMA CGM HOMERE,Jamaica,NO MARKS,578 SOUND AVENUE WADING RIVER UNITED STATES,378 BLOCK 8 MON REPOS EAST COAST DEMERARA GEORGETOWN TE GUYANA,,1,TLLU4019166,4500,2094,PCS,0,CM,CMDUCUY0113373,,,0UAJ3,C7698740 CETO176396,INDONESIA,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVENUE WADING RIVER UNITED STATES,"GEORGETOWN, GY",2024,SUPERIOR WOODS,Guyana
PIECES STC: GREENHEART DOCK PILES 50 FT LONG,"EVERGREEN FOREST PRODUCTS, INC",EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,2024-12-11 0:00:00,100588,45722,Demerara,"Houston, Texas",INDUSTRIAL HOBART,Guyana,NM,578 SOUND AVENUE WADING RIVER NY 11792 US,"53 KERSAINT PARK?LBI, EAST COAST DE GEORGETOWN 107 GY",11792,1,NC,,29,PCS,0,CM,ICLGB246664001,,,3235,,ANTIGUA AND BARBUDA,,ICLG,INTERCONTINENTAL LOGISTICS INC,GARDEN GROVE,CA,90551,10551 BOLSA AVE,SOUTHERN TIMBER EXPORTS,"53 KERSAINT PARK?LBI, EAST COAST DE","GEORGETOWN, GUYAN",2024,SOUTHERN TIMBER EXPORTS,Guyana
FREIGHT COLLECT ROUGH SAWN GREENHEART LUMBER - 8030 BM/18.94C,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS GREENHEART LTD,2024-12-03 0:00:00,62436,28380,Port Bustamante,"New York, New York",MARFRET GUYANE,Jamaica,EFPI PO 55634/55637 / 55640/55644/POG/ WAXED ENDS,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792 TE UNITED STATES",99 LALUNI STREET QUEENSTOWN GEORGETOWN TE GUYANA,11792,1,CMAU4716723,4500,54,PCS,0,CM,CMDUCUY0113259,,,0UAIZ,C7696482 CETO176172,FRANCE,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792","GEORGETOWN, GY",2024,VARIETY WOODS GREENHEART LTD,Guyana
FREIGHT COLLECT GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,2024-11-29 0:00:00,48312,21960,Port Bustamante,"New York, New York",CMA CGM HOMERE,Jamaica,NO MARKS,578 SOUND AVENUE WADING RIVER UNITED STATES,LOT 53 KERSAINT PARK LA BONNE INTENTION EAST COAST TE DEMERARA,,1,GAOU6026620,4500,65,PCS,0,CM,CMDUCUY0113206,,,0UAIX,C7689470,INDONESIA,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVENUE WADING RIVER UNITED STATES,"GEORGETOWN, GY",2024,SOUTHERN TIMBER EXPORTS,Guyana
FREIGHT COLLECT ROUGH SAWN GREENHEART LUMBER - 8064BM/19.02CB,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS GREENHEART LTD,2024-11-13 0:00:00,63272,28760,Port Bustamante,"New York, New York",MARFRET GUYANE,Jamaica,EFPI PO 55633/POG/ WAXED ENDS,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792 TE UNITED STATES",99 LALUNI STREET QUEENSTOWN GEORGETOWN TE GUYANA,11792,1,CMAU5619034,4500,138,PCS,0,CM,CMDUCUY0113181,,,0UAIT,C7689318 CETO175842,FRANCE,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792","GEORGETOWN, GY",2024,VARIETY WOODS GREENHEART LTD,Guyana
FREIGHT COLLECT GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,2024-11-13 0:00:00,40656,18480,Port Bustamante,"New York, New York",MARFRET GUYANE,Jamaica,NO MARKS,578 SOUND AVENUE WADING RIVER UNITED STATES,LOT 53 KERSAINT PARK LA BONNE INTENTION EAST COAST TE DEMERARA,,1,CMAU1187631,2200,94,PCS,0,CM,CMDUCUY0113064,,,0UAIT,C7689320,FRANCE,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVENUE WADING RIVER UNITED STATES,"GEORGETOWN, GY",2024,SOUTHERN TIMBER EXPORTS,Guyana
GREENHEART PILES GREENHEART PILES FREIGHT COLLECT GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,2024-10-24 0:00:00,170148,77340,Port Bustamante,"New York, New York",MARFRET GUYANE,Jamaica,NO MARKS NO MARKS NO MARKS,578 SOUND AVENUE WADING RIVER UNITED STATES,LOT 53 KERSAINT PARK LA BONNE INTENTION EAST COAST TE DEMERARA,,3,SEGU6287113 APHU7369701 GESU6936898,4500 4500 4500,131,PCS,0,CM,CMDUCUY0113063,,,0UAIN,C7686606 C7686610 C7686607,FRANCE,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVENUE WADING RIVER UNITED STATES,"GEORGETOWN, GY",2024,SOUTHERN TIMBER EXPORTS,Guyana
FREIGHT COLLECT GREENHEART PILES GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,2024-10-24 0:00:00,89364,40620,Port Bustamante,"New York, New York",MARFRET GUYANE,Jamaica,NO MARKS NO MARKS,578 SOUND AVENUE WADING RIVER UNITED STATES,LOT 53 KERSAINT PARK LA BONNE INTENTION EAST COAST TE DEMERARA,,2,TRHU3320223 XINU1492987,2200 2200,141,PCS,0,CM,CMDUCUY0113062,,,0UAIN,C7686609 C7686608,FRANCE,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVENUE WADING RIVER UNITED STATES,"GEORGETOWN, GY",2024,SOUTHERN TIMBER EXPORTS,Guyana
"ROUGH SAWN GREENHEART LUMBER - 8,068BM / 19.0 FREIGHT COLLECT ROUGH SAWN GREENHEART LUMBER - 8,056BM / 19.0",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS GREENHEART LTD,2024-09-12 0:00:00,125818,57190,Port Bustamante,"New York, New York",MARFRET GUYANE,Jamaica,EFPI PO 55629/POG/WAXED ENDS EFPI PO 55629/POG/ WAXED ENDS,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792 TE UNITED STATES",99 LALUNI STREET QUEENSTOWN GEORGETOWN TE GUYANA,11792,2,TCLU6749864 APHU6854533,4500 4500,372,PCS,0,CM,CMDUCUY0112886,,,0UAIB,C7686755 CETO154349 C7686612 CETO154359,FRANCE,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792","GEORGETOWN, GY",2024,VARIETY WOODS GREENHEART LTD,Guyana
"3,462 PIECES KILN DRIED DRESSE D S4S, E4E WASHIBA LUMBER (TAB EBUI SERRATIFOLIA)",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SUPERIOR WOODS,2024-08-22 0:00:00,44092,20042,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",POLAR ECUADOR,Panama,N/M,"578 SOUND AVENUE WADING RIVER NY 11792, UNITED STATES 16317867043","378, BLOCK 8 MON REPOS GEORGETOWN GUYANA, SOUTH AMERICA 5926466087",,1,MRSU3064983,4EB0,3462,PCS,20,CM,MAEU242284165,,,432N,153793 PA0472754,SINGAPORE,,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",GAITRIE MAHABIR,"BRAUNER INTL GROUP IMPORT DEPT 146-35, 167TH STREET, STE. 202 JAMAICA, NY 11434",GEORGETOWN,2024,SUPERIOR WOODS,Guyana
FREIGHT COLLECT GREENHEART PILES GREENHEART PILES GREENHEART PILES GREENHEART PILES GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,2024-08-20 0:00:00,290277,131944,Port Bustamante,"New York, New York",MARFRET GUYANE,Jamaica,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVENUE WADING RIVER UNITED STATES,LOT 53 KERSAINT PARK LA BONNE INTENTION EAST COAST TE DEMERARA,,5,CMAU5920393 TCNU7486775 TGHU9659995 UETU5151980 CMAU4636443,4500 4500 4500 4500 4500,172,PCS,0,CM,CMDUCUY0112762,,,0UAI5,C7686624 C7686758 C7686757 C7686593 C7686592,FRANCE,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVENUE WADING RIVER UNITED STATES,"GEORGETOWN, GY",2024,SOUTHERN TIMBER EXPORTS,Guyana
"FREIGHT COLLECT 20 PIECES ROUGH SAWN GREENHEART LUMBER - 4,440BM/10.47CBM 45 PIECES ROUGH SAWN TATABU LUMBER - 868BM/2.108 PIECES ROUGH SAWN KABUKALLI LUMBER - 2,212BM/5.22CBM 19 PIECES ROUGH SAWN SHIBIDAN LUMBER -, 456BM/1.07CBM",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS GREENHEART LTD,2024-08-20 0:00:00,59620,27100,Port Bustamante,"New York, New York",MARFRET GUYANE,Jamaica,EFPI PO 55626/POG/ WAXED ENDS,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792 TE UNITED STATES",99 LALUNI STREET QUEENSTOWN GEORGETOWN TE GUYANA,11792,1,TCNU7719938,4500,192,PCS,0,CM,CMDUCUY0112761,,,0UAI5,C7686754 CETO153732,FRANCE,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792","GEORGETOWN, GY",2024,VARIETY WOODS GREENHEART LTD,Guyana
IPE (WASHIBA) KILN DRIED DECKI NGS,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,CUMMINGS WOOD PRODUCTS,2024-08-12 0:00:00,49559,22527,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",BSG BAHAMAS,Panama,N/M,"149, SOUND RD WADING RIVER 11792-1032 16317867043",LOTS 1&2 CALEDONIA GEORGETOWN GUYANA 5926230197,11792-1032,1,MRKU4074495,4EB0,3587,PCS,28,CM,MAEU241761946,,,431N,153547 MLPA0474540,LIBERIA,,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",EVERGREEN FOREST PRODUCTS INC,"EVERGREEN FOREST PRODUCT INC 578 SOUND AVENUE, PO BOX 922 WADING RIVER, NY 11792",GEORGETOWN,2024,CUMMINGS WOOD PRODUCTS,Guyana
"FREIGHT COLLECT ROUGH SAWN GREENHEART LUMBER - 8,024BM / 18.9 ROUGH SAWN GREENHEART LUMBER - 7,976BM / 18.8",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS GREENHEART LTD,2024-08-05 0:00:00,122650,55750,Port Bustamante,"New York, New York",HANSA SIEGBURG,Jamaica,EFPIPO 55621/POG/WAX ED ENDS EFPIPO 55621/POG/WAX ED ENDS,"PO BOX 922 578 SOUND AVENUE WADING RIVER, 11792 TE UNITED STATES",99 LALUNI STREET QUEENSTOWN GEORGETOWN TE GUYANA,11792,2,SEGU4769501 FCIU8585890,4500 4500,233,PCS,0,CM,CMDUCUY0112700,,,0UAI1,C7968066 CETO153551 C7968067 CETO153546,PORTUGAL,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,"PO BOX 922 578 SOUND AVENUE WADING RIVER, 11792","GEORGETOWN, GY",2024,VARIETY WOODS GREENHEART LTD,Guyana
FREIGHT COLLECT GREENHEART PILES GREENHEART PILES GREENHEART PILES WASHIBA DARINA LUMBER GREENHEART PILES GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,2024-07-29 0:00:00,323803,147183,Port Bustamante,"New York, New York",MARFRET GUYANE,Jamaica,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVENUE WADING RIVER UNITED STATES,LOT 53 KERSAINT PARK LA BONNE INTENTION EAST COAST TE DEMERARA,,6,BMOU5609239 TCNU5784934 DFSU7121311 CAIU9450398 UETU5510740 TEMU8346211,4500 4500 4500 4500 4500 4500,539,PCS,1,CM,CMDUCUY0112718,,,0UAHZ,C7968078 C7968069 C7968068 C7968077 C7968070 C7968076,FRANCE,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVENUE WADING RIVER UNITED STATES,"GEORGETOWN, GY",2024,SOUTHERN TIMBER EXPORTS,Guyana
"2ND NOTIFY: DEORAJ SINGH SAWMILL 172 YARROWKRABRA LINDEN, SOESDYKE HIGHWAY GEORGETOWN GUYANA FREIGHT COLLECT, GREENHEART PILES GREENHEART PILES GREENHEART PILES",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,DEORAJ SINGH SAWMILL,2024-07-23 0:00:00,186846,84930,Port Bustamante,"New York, New York",CMA CGM SURABAYA,Jamaica,NO MARKS NO MARKS NO MARKS,578 SOUND AVENUE WADING RIVER UNITED STATES,"172 YARROWKRABRA LINDEN, SOESDYKE HIGHWAY GEORGETOWN TE GUYANA",,3,CMAU4616025 TGCU0004915 TCNU4285930,4500 4500 4500,76,PCS,0,CM,CMDUCUY0112694,,,0UAHX,C7968126 C7968127 C7968128,MALTA,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,DEORAJ SINGH SAWMILL,"172 YARROWKRABRA LINDEN, SOESDYKE HIGHWAY GEORGETOWN","GEORGETOWN, GY",2024,DEORAJ SINGH SAWMILL,Guyana
FREIGHT COLLECT GREENHEART PILES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,2024-07-17 0:00:00,58872,26760,Port Bustamante,"New York, New York",HANSA SIEGBURG,Jamaica,UNITS,578 SOUND AVENUE WADING RIVER UNITED STATES,LOT 53 KERSAINT PARK LA BONNE INTENTION EAST COAST TE DEMERARA,,1,TLLU8260588,2200,75,PCS,0,CM,CMDUCUY0112587,,,0UAHV,K5233873,PORTUGAL,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVENUE WADING RIVER UNITED STATES,"GEORGETOWN, GY",2024,SOUTHERN TIMBER EXPORTS,Guyana
"1,922 PIECES KILN DRIED DRESSE D S4S, E4E WASHIBA LUMBER (TAB EBUI SERRATIFOLIA)",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SUPERIOR WOODS,2024-07-11 0:00:00,48038,21835,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",DUBAI EXPRESS,Panama,N/M,"578 SOUND AVENUE WADING RIVER NY 11792, UNITED STATES 16317867043","378, BLOCK 8 MON REPOS GEORGETOWN GUYANA, SOUTH AMERICA 5926466087",,1,MRKU6268334,4EB0,1922,PCS,20,CM,MAEU240452579,,,427N,CETO138670 PA0472949,MARSHALL ISLANDS,,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",GAITRIE MAHABIR,"BRAUNER INTL GROUP IMPORT DEPT. 146-35, 167TH ST JAMAICA 11434, UNITED STATES",GEORGETOWN,2024,SUPERIOR WOODS,Guyana
"FREIGHT COLLECT MILL CUT DARINA, GREENHEART AND CRABWOOD LUMB",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,SOUTHERN TIMBER EXPORTS,2024-07-09 0:00:00,62040,28200,Port Bustamante,"New York, New York",MARFRET GUYANE,Jamaica,UNITS,578 SOUND AVENUE WADING RIVER UNITED STATES,LOT 53 KERSAINT PARK LA BONNE INTENTION EAST COAST TE DEMERARA,,1,TCNU3684237,4500,175,PCS,0,CM,CMDUCUY0112576,,,0UAHT,K5233872,FRANCE,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVENUE WADING RIVER UNITED STATES,"GEORGETOWN, GY",2024,SOUTHERN TIMBER EXPORTS,Guyana
"29 PIECES ROUGH SAWN GREENHEAR T LUMBER - 6480 BM - 15.28 CBM (HS CODE- 440799) 163 PIEC ES ROUGH SAWN MORA LUMBER - 10 15 BM - 2.39 CBM (HS CODE- 440 799) 73 PIECES ROUGH SAWN W ASHIBA LUMBER - 528 BM- 1.25 C, BM (HS CODE - 440929)",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS & GREENHEART LIMITE,2024-07-05 0:00:00,47485,21584,Puerto Manzanillo,"New York/Newark Area, Newark, New Jersey",POLAR ECUADOR,Panama,EFPIPO#55620/POG/WAXED ENDS,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792, USA 16317867043",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA 5922268556,,1,MRSU5343170,4EB0,265,PCS,18,CM,MAEU239667789,,,426N,CETO138591 PA0472958,SINGAPORE,,MAEU,MAERSK LINE,MADISON,NJ,07940-0880,"2 GIRALDA FARMS, MADISON AVE.",EVERGREEN FOREST PRODUCTS INC,"PO BOX 922 578 SOUND AVENUE WADING RIVER, NY 11792, USA",GEORGETOWN,2024,VARIETY WOODS GREENHEART LTD,Guyana
FREIGHT COLLECT TAPER-SAWN WALLABA SHINGLES,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,PRESTIGE TIMBERS INC,2024-07-01 0:00:00,56320,25600,Port Bustamante,"New York, New York",CMA CGM SURABAYA,Jamaica,NO MARKS,578 SOUND AVENUE WADING RIVER UNITED STATES,LOT 32 WINDSOR ESTATES PETER'S HALL EAST BANK DEMERARA TE GUYANA,,1,TEMU0329558,2200,450,BDL,0,CM,CMDUCUY0112530,,,0UAHR,C7968108,MALTA,,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVENUE WADING RIVER UNITED STATES,"GEORGETOWN, GY",2024,PRESTIGE TIMBERS INC,Guyana
