PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,YEAR,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT,SHIPPER_CLEANED,SHIPPER_COUNTRY,ekki,greenheart,darina,tatabu,shibadan,tauroniro,garlicwood,locust,bulletwood,kabukalli,wamara,cow wood,mora,bukea,burada,eucalyptus cloeziana,tali,piles
GREENHEART PILES (CHLOROCARDIUM RODIEI) PRIME GRADE FREE OF BARK AND APPARENTLY FREE LIVE PLANT PESTS FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC. OF,WILLIAM G. MOORE & SON INC,TRADE-LINC,01/08/2024,2024,55865,25393,Port Bustamante,"New York/Newark Area, Newark, New Jersey",PACIFIC TRADER,Jamaica,NO MARKS NO NUMBERS,"DELAWARE 218 SCHANCK ROAD, FREEHOLD, NEW JERSEY 07728, U.S.A","37 AREA Q TURKEYEN, EAST COAST DEMERARA GUYANA/TEL: 592-665-3676 FACTORY: TRACK TL AGRICULTURE LAYOUT YARROWKABRA LINDEN HIGHWAY", ,1,ZCSU7617484,4500,59,PCS,707,CF,ZIMUGTG0018555, , ,96S,CETO058122 A4221601685,CYPRUS, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN - GUYA,Trade-Linc,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
EKKI/ AZOBE HARDWOOD MATERIAL FSC 100 EKKI .,WILLIAM G. MOORE AND SON INC.,WILLIAM G. MOORE & SON INC,HUPKES WIJMA B.V.,12/17/2023,2023,17930,8150,Rotterdam,"New York/Newark Area, Newark, New Jersey",OOCL CHONGQING,Netherlands,/ AZOBE NO MARKS,218 SCHANCK ROAD OF DELAWARE FREEHOLD NJ 07728 US,HAATLANDHAVEN 3 KAMPEN 8263 NL,7728,1,EMCU6411963, ,5,BDL,0, ,RSECUSNYC3110413,H,EGLV520300187146,049W,TSK5960406,HONG KONG, ,RSEC,ROSE CONTAINERLINE INC,NEW YORK,NY,10001,259 WEST 30TH ST 12TH FL,WILLIAM G. MOORE AND SON INC.,218 SCHANCK ROAD OF DELAWARE,ROTTERDAM NETHERL,Hupkes Wijma B.V.,Netherlands,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"HARDWOOD PALLETS EKKI, AZOBE HARDWOOD MATERIA.",WILLIAM G. MOORE AND SON INC.,WILLIAM G. MOORE & SON INC,HUPKES WIJMA B.V.,12/01/2023,2023,42570,19350,Rotterdam,"New York/Newark Area, Newark, New Jersey",CMA CGM RIGOLETTO,Netherlands,L NO MARKS,OF DELAWARE 218 SCHANCK RD FREEHOLD NJ 07728 US,HAATLANDHAVEN 3 KAMPEN 8263 NL,7728,1,DRYU2449708, ,13,BDL,0, ,RSECUSNYC3110204,H,EGLV520300179518,0LBFB,TSK5960403,FRANCE, ,RSEC,ROSE CONTAINERLINE INC,NEW YORK,NY,10001,259 WEST 30TH ST 12TH FL,WILLIAM G. MOORE AND SON INC.,OF DELAWARE 218 SCHANCK RD,ROTTERDAM NETHERL,Hupkes Wijma B.V.,Netherlands,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EKKI / AZOBE SAWN TIMBER,WILLIAM G. MOORE AND SON INC.,WILLIAM G. MOORE & SON INC,HUPKES WIJMA B.V.,11/20/2023,2023,41065,18666,Rotterdam,"New York/Newark Area, Newark, New Jersey",COSCO HOPE,Netherlands,NO MARKS,218 SCHANCK ROAD OF DELAWARE FREEHOLD NJ 07728 US,HAATLANDHAVEN 3 KAMPEN 8263 NL,7728,1,EITU3112440, ,16,BDL,0, ,RSECUSNYC3100426,H,EGLV520300172025,057W,HB383607,HONG KONG, ,RSEC,ROSE CONTAINERLINE INC,NEW YORK,NY,10001,259 WEST 30TH ST 12TH FL,WILLIAM G. MOORE AND SON INC.,218 SCHANCK ROAD OF DELAWARE,ROTTERDAM NETHERL,Hupkes Wijma B.V.,Netherlands,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ROUND GREENHEART PILES (30'-34') - 856 LF FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G MOORE & SON INC OF,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LIMITED,08/26/2023,2023,59679,27127,Port Bustamante,"New York/Newark Area, Newark, New Jersey",CONTSHIP ART,Jamaica,V/WGM 9522/P.O.G/ PINK ENDS,"DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728, USA TEL#:732-303-6049/ FAX:732-303-6075","99 LALUNI STREET, QUEENSTOWN GEORGETOWN GUYANA 592-226-8556", ,1,ZCSU7784769,4500,26,PCS,718,CF,ZIMUGTG0018129, , ,165N,CETO035746 A4221618589,CYPRUS, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,WILLIAM G MOORE & SON INC OF,"DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728, USA TEL#:732-303-6049/ FAX:732-303-6075",GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ROUND GREENHEART PILES (30'- 34') - 759 LF FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LIMITED,08/07/2023,2023,61310,27868,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM EUROPE,Jamaica,V/WGM 9522 / P.O.G / PINK ENDS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728, U.S.A TEL#732-303-6049 FAX:732-303-6075","99 LALUNI STREET, QUEENSTOWN GEORGETOWN, GUYANA 592-226-8556", ,1,ZCSU7442088,4500,23,PCS,720,CF,ZIMUGTG0017910, , ,79W,CETO035576 A4221617708,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,WILLIAM G MOORE & SON INC,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728, U.S.A TEL#732-303-6049 FAX:732-303-6075",GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
EKKI SAWN TIMBER - FSC 100 EKKI SAWN TIMBER - FSC 100,WILLIAM G. MOORE AND SON INC.,WILLIAM G. MOORE & SON INC,"HUPKES WIJMA B,V,",08/06/2023,2023,84130,38241,Rotterdam,"New York/Newark Area, Newark, New Jersey",COSCO HOPE,Netherlands,NO MARKS NO MARKS,218 SCHANCK ROAD OF DELAWARE FREEHOLD NJ 07728 US,HAATLANDHAVEN 3 KAMPEN 8263 NL,7728,2,EGHU3463906 TLLU2042980, ,31,BDL,0, ,RSECUSNYC3070416,H,EGLV520300116508,055W,HB383565 HB383563,HONG KONG, ,RSEC,ROSE CONTAINERLINE INC,NEW YORK,NY,10001,259 WEST 30TH ST 12TH FL,WILLIAM G. MOORE AND SON INC.,218 SCHANCK ROAD OF DELAWARE,ROTTERDAM NETHERL,Hupkes Wijma B.V.,Netherlands,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ROUND GREENHEART PILES (30'-39') - 932 LF FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC OF,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LIMITED,06/20/2023,2023,59943,27247,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM HAIFA,Jamaica,V/WGM 9517/ P.O.G/ PINK ENDS,"DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728, U.S.A TEL# 732-303-6049/ FAX:732-303-6075","99 LALUNI STREET, QUEENSTOWN GEORGETOWN, GUYANA 592-226-8556", ,1,ZCSU6920752,4500,26,PCS,755,CF,ZIMUGTG0017891, , ,20W,CETO115857 A4221611650,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,WILLIAM G. MOORE & SON INC OF,"DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728, U.S.A TEL# 732-303-6049/ FAX:732-303-6075",GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
122 PIECES ROUGH SAWN GREENHEART LUMBER- 4568 BM 10.77 CBM 50 PIECES ROUGH SAWN COWWOOD LUMBER- 1067 BM 2.52 CBM 70 PIECES ROUGH SAWN SHIBADAN LUMBER- 1493 BM 3.52 CBM FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC OF,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LIMITED,06/06/2023,2023,54498,24772,Port Bustamante,"New York/Newark Area, Newark, New Jersey",WARNOW MASTER,Jamaica,WGM 9515/POG/WAXED ENDS,"DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728, U.S.A TEL#:732-303-6049 FAX:732-303-6075","99 LALUNI STREET, QUEENSTOWN QUEENSTOWN GEORGETOWN GEORGETOWN GUYANA 592-226-8556", ,1,JXLU7840224,4500,242,PCS,594,CF,ZIMUGTG0017851, , ,56N,CETO116856 A4221611565,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,WILLIAM G. MOORE & SON INC OF,"DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728, U.S.A TEL#:732-303-6049 FAX:732-303-6075",GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"ROUGH SAWN GREENHEART LUMBER - 7,096 BM FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH",WILLIAM G MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,04/04/2023,2023,54079,24581,Port Bustamante,"New York/Newark Area, Newark, New Jersey",AS FELICIA,Jamaica,WGM 9186R/9147/9147A/P.O.G/ WAXED ENDS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728, USA TEL#: 732-303-6049 FAX:732-303-6075","99 LALUNI STREET, QUEENSTOWN GEORGETOWN GUYANA 592-226-8556", ,1,TCNU5326079,4500,91,PCS,591,CF,ZIMUGTG0017646, , ,61N,CTA552737 A4221613791,PORTUGAL, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,WILLIAM G MOORE & SON INC,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728, USA TEL#: 732-303-6049 FAX:732-303-6075",GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ROUND GREENHEART PILES (27' - 39') - 1021 LF FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,03/20/2023,2023,56768,25804,Port Bustamante,"New York/Newark Area, Newark, New Jersey",AS FELICIA,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728, USA TEL#:732-303-6049 FAX:732-303-6075","99 LALUNI STREET, QUEENSTOWN, GEORGETOWN GUYANA TEL# 592-226-8556", ,1,ZCSU6552270,4500,28,PCS,723,CF,ZIMUGTG0017603, , ,60N,CTA552622 A4221609946,PORTUGAL, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,WILLIAM G MOORE & SON INC,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728, USA TEL#:732-303-6049 FAX:732-303-6075",GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
EKKI HARDWOOD EKKI HARDWOOD,WILLIAM G. MOORE AND SON INC,WILLIAM G. MOORE & SON INC,HUPKES WIJMA B.V.,03/19/2023,2023,85488,38858,Rotterdam,"New York/Newark Area, Newark, New Jersey",TOLTEN,Netherlands,NO MARKS NO MARKS,218 SCHANCK ROAD OF DELAWARE FREEHOLD NJ 07728 US,HAATLANDHAVEN 3 KAMPEN 8263 NL,7728,2,GCNU4737658 TCKU2077506, ,12,BDL,0, ,RSECUSNYC3020412,H,ACLUSA00910553,TOT11,TSK5996278 TSK5996276,LIBERIA, ,RSEC,ROSE CONTAINERLINE INC,NEW YORK,NY,10001,259 WEST 30TH ST 12TH FL,WILLIAM G. MOORE AND SON INC,218 SCHANCK ROAD OF DELAWARE,ROTTERDAM NETHERL,Hupkes Wijma B.V.,Netherlands,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"ROUGH SAWN GREENHEART LUMBER- 7,157 BM ALL DUNNAGE IS FUMIGATED WITH LUMBER IN CONTAINER AS PER SHIPPER FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH",WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,03/04/2023,2023,61795,28089,Port Bustamante,"New York/Newark Area, Newark, New Jersey",AS FELICIA,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728 U.S.A TEL:732-303-6049 FAX:732-303-6075","99 LALUNI STREET, QUEENSTOWN GEORGETOWN GUYANA",7728,1,ZCSU7426364,4500,120,PCS,596,CF,ZIMUGTG0017581, , ,59N,CTA592195 A4221609886,PORTUGAL, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,WILLIAM G. MOORE & SON INC,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728 U.S.A TEL:732-303-6049 FAX:732-303-6075",GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"ROUGH SAWN GREENHEART LUMBER - 7,127BM ALL DUNNAGE IS FUMIGATED WITH LUMBER IN CONTAINER AS PER SHIPPER FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH",WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,01/02/2023,2023,57298,26045,Port Bustamante,"New York/Newark Area, Newark, New Jersey",AS FELICIA,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728 U.S.A TEL:732-303-6049 FAX:732-303-6075",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA,7728,1,JXLU6639010,4500,241,PCS,593,CF,ZIMUGTG0017446, , ,55N,CTA593003 A4200361133,PORTUGAL, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,WILLIAM G. MOORE & SON INC,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728 U.S.A TEL:732-303-6049 FAX:732-303-6075",GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GREENHEART PILES,WILLIAM G MOORE & SON INC OF,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LIMITED,01/02/2023,2023,768759,349436,All Other Guyana Ports,"New Haven, Connecticut",OSLO BULK 1,Guyana,NO MARKS,"DELAWARE, 218 SCHANCK ROAD PO BOX 6309 FREEHOLD NJ 07728 US",99 LALUNI STREET QUEENSTOWN GEORGETOWN GY,7728,1,NC, ,305,PCS,0,CF,OBUKOB119122202, , ,182, ,NORWAY, ,OBUK, , , , , ,WILLIAM G MOORE & SON INC OF,"DELAWARE, 218 SCHANCK ROAD PO BOX 6309 FREEHOLD NJ 07728 US",GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
GREENHEART PILES,WILLIAM G MOORE & SON INC OF,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LIMITED,01/02/2023,2023,223065,101393,All Other Guyana Ports,"New Haven, Connecticut",OSLO BULK 1,Guyana,NO MARKS,"DELAWARE, 218 SCHANCK ROAD PO BOX 6309 FREEHOLD NJ 07728 US",99 LALUNI STREET QUEENSTOWN GEORGETOWN GY,7728,1,NC, ,74,PCS,0,CF,OBUKOB119122203, , ,182, ,NORWAY, ,OBUK, , , , , ,WILLIAM G MOORE & SON INC OF,"DELAWARE, 218 SCHANCK ROAD PO BOX 6309 FREEHOLD NJ 07728 US",GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ROUND GREENHEART PILES (25'-39') -911 LF FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,12/15/2022,2022,58422,26555,Port Bustamante,"New York/Newark Area, Newark, New Jersey",AS FELICIA,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728 U.S.A TEL:732-303-6049 FAX:732-303-6075",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA TEL:592-226-8556,7728,1,ZCSU6621094,4500,28,PCS,700,CF,ZIMUGTG0017413, , ,54N,CTA621098 A4200354850,PORTUGAL, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,WILLIAM G. MOORE & SON INC,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728 U.S.A TEL:732-303-6049 FAX:732-303-6075",GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ROUND GREENHEART PILES (26'-38') 936 LF FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,12/15/2022,2022,59656,27116,Port Bustamante,"New York/Newark Area, Newark, New Jersey",AS FELICIA,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728 U.S.A TEL:732-303-6049 FAX:732-303-6075",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA TEL:592-226-8556,7728,1,TCNU5370997,4500,28,PCS,733,CF,ZIMUGTG0017427, , ,54N,CTA621061 A4200354834,PORTUGAL, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,WILLIAM G. MOORE & SON INC,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728 U.S.A TEL:732-303-6049 FAX:732-303-6075",GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ROUND GREENHEART PILES (26'-39') 972 LF FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,10/29/2022,2022,55512,25233,Port Bustamante,"New York/Newark Area, Newark, New Jersey",AS FELICIA,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728 U.S.A TEL:732-303-6049 FAX:732-303-6075",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA TEL: 592 226 8556,7728,1,TEMU7608913,4500,27,PCS,700,CF,ZIMUGTG0017316, , ,51N,CTA600575 A4200359522,PORTUGAL, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,WILLIAM G. MOORE & SON INC,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728 U.S.A TEL:732-303-6049 FAX:732-303-6075",GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ROUND GREENHEART PILES (30'-39') - 831 LF FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,09/24/2022,2022,55688,25313,Port Bustamante,"New York/Newark Area, Newark, New Jersey",AS FELICIA,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728 U.S.A TEL:732-303-6049 FAX:732-303-6075","99 LALUNI STREET, QUEENSTOWN GEORGETOWN GUYANA TEL: 592 226 8556",7728,1,TGBU7067085,4500,23,PCS,679,CF,ZIMUGTG0017241, , ,49N,CTA585181 A4200358507,PORTUGAL, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,WILLIAM G. MOORE & SON INC,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728 U.S.A TEL:732-303-6049 FAX:732-303-6075",GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ROUND GREENHEART PILES (26'-39') - 750 LF FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,08/09/2022,2022,57650,26205,Port Bustamante,"New York/Newark Area, Newark, New Jersey",CONTSHIP LEO,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728 U.S.A TEL:732-303-6049 FAX:732-303-6075","99 LALUNI STREET, QUEENSTOWN GEORGETOWN GUYANA TEL: 592 226 8556",7728,1,CAAU5289410,4500,23,PCS,683,CF,ZIMUGTG0017132, , ,35N,CTA626330 A4200356431,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,WILLIAM G. MOORE & SON INC,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728 U.S.A TEL:732-303-6049 FAX:732-303-6075",GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"ROUGH SAWN GREENHEART LUMBER - 7,003 BM ALL DUNNAGE IS FUMIGATED WITH LUMBER IN CONTAINER AS PER SHIPPER FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH",WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,07/21/2022,2022,56305,25593,Port Bustamante,"New York/Newark Area, Newark, New Jersey",CONTSHIP LEO,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728 U.S.A TEL:732-303-6049 FAX:732-303-6075",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA TEL: 592 226 8556,7728,1,ZCSU6936609,4500,162,PCS,583,CF,ZIMUGTG0017074, , ,34N,CTA623769 A4200354088,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,WILLIAM G. MOORE & SON INC,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728 U.S.A TEL:732-303-6049 FAX:732-303-6075",GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ROUND GREENHEART PILES 1136 LIN FT LENGTHS 30-39 FT FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACOCUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,REGINALD MANBODH T/A G S FOREST,05/31/2022,2022,63801,29000,Port Bustamante,"New York/Newark Area, Newark, New Jersey",CONTSHIP LEO,Jamaica,NO MARKS NO NUMBERS,"218 SCHANCK ROAD, FREEHOLD NEW JERSEY 07728 USA","RESOURCES 464 KISKADEE DRIV, SOUTH RUIMVELDT GARDENS, GUYANA TEL:592 218 0085/ 626-7493 FAX:592 218 0054",7728,1,JXLU7812942,4500,30,PCS,918,CF,ZIMUGTG0016971, , ,31N,CTA616784 A4200356962,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN - GUYA,Reginald Manbodh T/A Gs Forest,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
